Respondent ID,Collector ID,Start Date,End Date,IP Address,Latitude,Longitude,What is your relationship to the Township?,,,,,In what section of the township do you live?,How many years have you lived in the Township?,,,,,,What are the ages of those living in your house? Check all that apply.,,,,,,,Where do members of your household work? Check all that apply.,,,,,,,,,,,,,What are the top two reasons you live in the Township?,,,,,,,,,Do you rent or own your home? ,Is farming your family's primary source of income?,"If you are a farmer, how many acres do you own?",How many acres do you own?,How likely are you to sell your property in the next 12 months,The Township needs more of which type(s) of housing units? Check all that apply.,,,,,,,Would You Consider Yourself: ,Which type(s) of commercial development would you like to see in the Township? Check all that apply.,,,,,,,,Which type(s) of job-creating employment opportunities would you like to see in the Township? Check all that apply. ,,,,,,,What are methods of encouraging businesses/industry you would support?,,,,,,,Would you like to see more public parkland in the Township?,How important is it to use land use planning and zoning in the following manner:,,,,,Do you feel the following services are needed or should be improved? Check all that apply.,,,,,,,,Items for which you would support an additional tax. Check all that apply. ,,,,,,,,,,Which type of tax would you support for such services? ,,"In your opinion, is it important to work with adjacent communities to coordinate growth?",Do you think a bike path system should be strategically created for recreation and possibly commuting purposes in the Township?,,Please feel free to comment on issues affecting the Township that are not addressed in this survey.
118204861386,448603621,2022-12-19 22:13:35,2022-12-19 22:24:06,74.139.201.170,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,5 - 9 Years,,,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,,100,,,Single Family,Townhome/Condo,,Senior/Assisted Living,,Pro Growth,,,Rural Home Occupations,Neighborhood Commercial,Agri-Business,Manufacturing,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Very,Somewhat,Very,Somewhat,Very,,Broadband Internet,,Central Sewer,Recycling,Adopt-A-Highway,,,,,Fire Station Facility,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,,,,Property Tax Levy,,Very important,Yes,,Improve highways and the flow of traffic especially around heavy business areas. 
118204854639,448603621,2022-12-19 22:00:58,2022-12-19 22:13:30,172.225.31.65,41.4996574,-81.6936772,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,Etna Township,,,,,,,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,50,None of the above,,,,,,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,,,,,,,Improve Police Protection,,,"Add speed bumps on pike street, so people slow down! ",Property Tax Levy,,Very important,No,,Jeff Johnson needs to be replaced
118204527901,448603621,2022-12-19 13:05:01,2022-12-19 22:02:30,24.208.134.31,39.9622601,-83.0007065,I live in Etna Township,,,,,5 (SE),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,,,,,Single Family,,,,,Pro Limited Growth,,,,Neighborhood Commercial,Agri-Business,,,,,Light Manufacturing,,Office/Service,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,Job Training,Business Centers,Industrial Park,,No,Very,Somewhat,Very,Very,Very,,Broadband Internet,,,,,,,,,Fire Station Facility,Improve Emergency Services,,,,,,,Property Tax Levy,,Don't Know,No,,
118204849689,448603621,2022-12-19 21:49:34,2022-12-19 21:57:19,76.181.114.47,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),,5 - 9 Years,,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,66+ Years Old,Etna Township,,,,,,,New Albany,,,,,,,,,,School System,Lack of Congestion,,,,Own,No - we have other occupations.,,,35,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Somewhat,None of the above,,,,,,,,None of the above,,,,,,,,,,None of the above,,Very important,Yes,,Too much semi truck traffic now
118204847627,448603621,2022-12-19 21:48:14,2022-12-19 21:51:42,104.28.132.113,40.7127281,-74.0060152,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,26 - 44 Years Old,,,Etna Township,,,,,,,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,0,,Farm House/Large Lot,,,,,,Strongly Anti Growth,,,,,,,,None,,,,,,Maintain Current Farming and Agricultural Base,,,,,Job Training,,,,Yes,Somewhat,Very,Not,Very,Very,,Broadband Internet,,,,,,,,,,,Improve Schools,,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Local License Tax for Roads,,Very important,Yes,,
118204843679,448603621,2022-12-19 21:37:22,2022-12-19 21:42:51,174.96.166.155,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,,,,,,,Moved out here when husband worked on a farm,Own,,,< 2 Acres,91,,Farm House/Large Lot,,,,Senior/Assisted Living,,Pro Limited Growth,,,,,,,,Restaurants & grocery,,Light Manufacturing,,,,,,,,,Job Training,,,,No,Very,Very,Very,Somewhat,Very,,Broadband Internet,,,,,,,,,,Improve Emergency Services,,Provide Social Services For All Ages,Improve Police Protection,,,,Income (in association with Joint Economic Development District),,Very important,,,
118204840856,448603621,2022-12-19 21:24:47,2022-12-19 21:36:15,75.185.29.69,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,,Reynoldsburg,,,,,Columbus,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,Gated Communities,Strongly Anti Growth,,,,,,,,Rec center for community with pool,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,,,,,,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,No,,Please stop turning us into an industrial wasteland. The businesses will abandon us in 20 years after tax abatement. Think long term high end growth like new Albany and not turning us into Groveport 2.0
118204835761,448603621,2022-12-19 19:59:51,2022-12-19 21:24:22,172.56.20.47,36.1622767,-86.7742984,I live in Etna Township,,,,,4 (NE),,5 - 9 Years,,,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,Access to Employment,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,0,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,Rural Home Occupations,,Agri-Business,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,Adopt-A-Highway,,,,,,,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,Township Trustees are unable to work together causing no positive progress for the residents. Township president attempting to control all aspects of the township without fairness to other trustees. Our family has sold our house and move out of the township due to this reason and lack of leadership to protect the community. 
118204833740,448603621,2022-12-19 21:02:35,2022-12-19 21:20:52,75.188.223.8,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,,,13 - 18 Years Old,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,School System,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Strongly Anti Growth,,,,,,,,Sit down restaurant ,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,,,,,,,,Improve Schools,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,The intersection of 310 and 40 is dangerous. Not enough room going north on 310 to warn of narrowing to one straight lane.  No more warehouses. Road where sheets is going in is going to be dangerous entering and exiting. The area needs improved for safety. No more warehouse nor tax abatements. 
118204832975,448603621,2022-12-19 21:13:32,2022-12-19 21:19:26,75.188.82.54,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),,5 - 9 Years,,,,,,,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,,Reynoldsburg,,,,,Columbus,,,,,,,,,,Cleanliness,School System,,,,Love my neighborhood,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,Accessory Dwelling Units,,Gated Communities,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,Relaxed Zoning,,Business Centers,,,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Very,,Broadband Internet,,,Recycling,,,,,,,,,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Don't Know,Yes,,
118204819639,448603621,2022-12-19 20:34:44,2022-12-19 20:53:49,71.79.234.178,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,Quiet for Retirement,,Friendliness,Cleanliness,,Lack of Congestion,Rural Atmosphere,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,< 2 Acres,96,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,,,,,Restaurants and boutique stores ,,,,,,Maintain Current Farming and Agricultural Base,Small business owners,,,,,,,Small business support ,Yes,Very,Very,Very,Very,Very,,,Central Water,Central Sewer,,,Natural Gas,,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,Central Water and Sewer Facilities,,,Bond Issue for Facilities,,Not important,No,,"Homeowners property and property value needs protected by zoning better. The noise, traffic and road degeneration we have witnessed in the past 2 years is disheartening. We are becoming the next Obetz with the unsightly large buildings and truck traffic "
118204821372,448603621,2022-12-19 20:44:42,2022-12-19 20:53:46,75.188.81.128,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,Light Manufacturing,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,,,,,Recycling,Fire Station Facility,Improve Emergency Services,Improve Schools,,Improve Police Protection,,,,Local License Tax for Roads,,Somewhat important,Yes,,
118204819392,448603621,2022-12-19 20:29:29,2022-12-19 20:53:08,75.188.226.27,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,,6 - 12 Years Old,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,Friendliness,,School System,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,95,,,Single Family,Townhome/Condo,,,,Pro Limited Growth,,Strip Shopping Areas,,,,Manufacturing,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,,Business Centers,Industrial Park,IT HUB,Yes,Very,Very,Very,Somewhat,Very,,Broadband Internet,,Central Sewer,Recycling,,,Pedestrian pavements for walking ,,,,,Improve Schools,Provide Social Services For All Ages,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,Easy access to multiple Ethernet and cable services
118204810992,448603621,2022-12-19 20:25:26,2022-12-19 20:31:32,75.185.28.214,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,Elsewhere in Franklin County,,,Quiet for Retirement,,,Cleanliness,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,,,,,,,,Light Manufacturing,,Office/Service,,Maintain Current Farming and Agricultural Base,,,,,Job Training,Business Centers,Industrial Park,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,Recycling,,,,,,,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Somewhat important,Yes,,
118204805128,448603621,2022-12-19 20:13:16,2022-12-19 20:19:34,65.60.205.38,40.0737476,-83.0184296,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,Elsewhere in Franklin County,,,,,,,,,,,Reynoldsburg had good schools,Own,No - we have other occupations.,,< 2 Acres,90,,,Single Family,,,,Gated Communities,Pro Limited Growth,Large Shopping Mall (Easton/Polaris),,,Neighborhood Commercial,,,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,Tax Reductions,,Job Training,,,,Yes,Very,Somewhat,Somewhat,Somewhat,Very,,Broadband Internet,,,Recycling,,,,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Other (please specify),School District Income Tax,Very important,Yes,,
118204802244,448603621,2022-12-19 20:04:49,2022-12-19 20:13:06,98.249.202.55,25.8900949,-80.1867138,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,,,,,,,,Quiet for Retirement,,,,School System,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,,,Townhome/Condo,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,,,,limited retail,,,,Job Training,Business Centers,,,Yes,Very,Very,Very,Somewhat,Very,,Broadband Internet,,,Recycling,,,,,Recycling,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,Increase in truck (tractor trailer) traffic. Placing warehouses and businesses (Sheetz) next to residential without consideration of the impact on light and noise pollution for residents who live next to these business developments. 
118204800600,448603621,2022-12-19 19:52:10,2022-12-19 20:09:55,75.186.29.50,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,,,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Somewhat,Somewhat,Very,Very,,,,,,,Natural Gas,,,,,,,,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Maybe (please specify),Depends on location of path ,
118204799130,448603621,2022-12-19 19:56:57,2022-12-19 20:07:06,24.26.153.98,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,0 - 5 Years Old,,13 - 18 Years Old,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,School System,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,Neighborhood Commercial,,,,,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,Relaxed Zoning,,,,,Yes,Very,Very,Very,Somewhat,Very,,,,,Recycling,,,,,Recycling,,Improve Emergency Services,,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Yes,,"The childish behavior from trustees is disturbing. As a new resident to the area and a former government employee the fact that a trustee is covering cameras, withholding information on a missing server, and otherwise acting in a manner that is unbecoming of an electric official is disconcerting."
118204797870,448603621,2022-12-19 19:52:48,2022-12-19 20:05:57,76.6.253.97,40.7127281,-74.0060152,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,0 - 5 Acres,< 2 Acres,24,,Farm House/Large Lot,,,,,,Strongly Anti Growth,,Strip Shopping Areas,,,,,,Medical offices,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,,,,,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,No,,Developers need to be held accountable for their negative impact on neighboring lives and community. Trustees need to support the residents 
118204795180,448603621,2022-12-19 19:53:31,2022-12-19 19:59:20,216.186.170.124,40.0737476,-83.0184296,,,,I work in Etna Township but live elsewhere,,Do not live in the township,,,,,,I do not live in the Township,,,,,26 - 44 Years Old,,,Etna Township,,,,,,Columbus,,,,,,,,,,,,,,,I do not live in the township,Own,No - we have other occupations.,,,40,,,Single Family,Townhome/Condo,,,Gated Communities,Pro Growth,Large Shopping Mall (Easton/Polaris),Strip Shopping Areas,Rural Home Occupations,Neighborhood Commercial,Agri-Business,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,,,,Business Centers,Industrial Park,,Yes,Somewhat,Somewhat,Somewhat,Not,Somewhat,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,,,,,Improve Schools,,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,
118204791847,448603621,2022-12-19 19:41:20,2022-12-19 19:53:18,65.60.201.214,40.0737476,-83.0184296,I live in Etna Township,,,,,1 (Reynoldsburg),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,,,,,,,Long time home ownership,Own,No - we have other occupations.,,< 2 Acres,40,,Farm House/Large Lot,,Townhome/Condo,,Senior/Assisted Living,Gated Communities,Pro Limited Growth,,,Rural Home Occupations,,,,Logistics & Warehousing,,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,,Improve Emergency Services,,Provide Social Services For All Ages,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Maybe (please specify),Cost a big factor,
118204791580,448603621,2022-12-19 19:42:26,2022-12-19 19:52:57,104.230.238.235,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,,,,,,Pataskala,Columbus,,,,,,,,,Friendliness,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,Gated Communities,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,,,Office/Service,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,No,Very,Very,Not,Very,Very,,Broadband Internet,,,,,,,,,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,Local License Tax for Roads,,Don't Know,Yes,,Too many wharehouses and now truck stop gas stations in a neighborhood area which makes it dangerous for families to live. 
118204791269,448603621,2022-12-19 19:47:08,2022-12-19 19:51:16,104.230.236.169,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,95,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,Agri-Business,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,Heavy Manufacturing,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,Tax Reductions,Relaxed Zoning,,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,,,,,Natural Gas,,,,Fire Station Facility,Improve Emergency Services,,,,,Improve/Provide Parks and Recreation Facilities,Bike lanes/pedestrian walkways,None of the above,,Somewhat important,Yes,,
118204789803,448603621,2022-12-19 19:25:19,2022-12-19 19:49:51,104.230.224.39,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,Columbus,,,,,,,,Access to Employment,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,Gated Communities,Pro Limited Growth,,,,Neighborhood Commercial,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,Industrial Park,,Yes,Very,Somewhat,Somewhat,Very,Not,,Broadband Internet,,,,,,,,,,,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Maybe (please specify),Depends on the cost of the project ,
118204789361,448603621,2022-12-19 19:30:53,2022-12-19 19:48:14,75.188.218.137,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,66+ Years Old,,Reynoldsburg,,,,,,,,,,,,,,,,,,,,Housing Affordability and Lower Property Taxes,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,Townhome/Condo,,Senior/Assisted Living,,Strongly Anti Growth,,,,,,,,Do not favor new businesses-traffic lights all favor side streets to businesses instead of main street (US 40)-it is dangerous when driving-lights turn yellow/red too fast for the speed limit of 55 mph-more accidents.,None of the above,,,,,,,None of the above,,,,,,,No,Not,Not,Not,Somewhat,Very,None of the above,,,,,,,,None of the above,,,,,,,,,,None of the above,,Not important,No,,"I do not favor new businesses-traffic lights all favor side streets to businesses instead of main street (US 40)-it is dangerous when driving-lights turn yellow/red too fast for the speed limit of 55 mph-more accidents.  For school district income tax, I favor not the Traditional, but the Earned Income type - this way, senior people with no earned income are not taxed."
118204785848,448603621,2022-12-19 19:09:36,2022-12-19 19:42:46,24.26.155.160,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),0 - 4 Years,,,,,,0 - 5 Years Old,,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,,,Agri-Business,Manufacturing,Logistics & Warehousing,,,Light Manufacturing,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Somewhat,Very,,,,Central Sewer,Recycling,,,,,,,,Improve Schools,,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,No,,County storm infrastructure improvements.
118204784989,448603621,2022-12-19 19:35:08,2022-12-19 19:40:20,172.58.145.42,39.4667025,-87.4139119,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,,,13 - 18 Years Old,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Very,,,,,Recycling,,,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,
118204785632,448603621,2022-12-19 19:20:06,2022-12-19 19:40:07,98.28.11.140,39.9622601,-83.0007065,I live in Etna Township,,,,,1 (Reynoldsburg),0 - 4 Years,,,,,,,,,19 - 25 Years Old,26 - 44 Years Old,,,,,,,,,,New Albany,,,,,,,Access to Employment,,,,,,,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,Gated Communities,Pro Growth,,,,Neighborhood Commercial,,,,Small business ,,,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,Information Technology ,,,Relaxed Zoning,Job Training,,,,Yes,Somewhat,Very,Somewhat,Somewhat,Very,,,Central Water,Central Sewer,,,,,,,,,Improve Schools,,,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Yes,,No
118204780021,448603621,2022-12-19 19:23:55,2022-12-19 19:28:00,76.181.114.195,39.9955726,-82.6742373,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,,13 - 18 Years Old,19 - 25 Years Old,,,,,,,,,,Columbus,,,,,,,,,Friendliness,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,,100,,,Single Family,,,,,Pro Limited Growth,,,,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Very,Somewhat,Very,Very,,,Central Water,Central Sewer,,,,,,,,,Improve Schools,,,,,,Local License Tax for Roads,,Very important,Yes,,
118204779315,448603621,2022-12-19 19:17:19,2022-12-19 19:26:55,76.181.124.233,39.9955726,-82.6742373,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,99,,,Single Family,Townhome/Condo,,,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,Office/Service,Recreation/Resort Activity,,,,,,,Business Centers,,,Yes,Very,Very,Somewhat,Somewhat,Very,,,Central Water,,Recycling,,,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,No,,The chaos of the Board of Trustees
118204776419,448603621,2022-12-19 19:12:49,2022-12-19 19:21:09,172.56.20.231,36.1622767,-86.7742984,I live in Etna Township,,,,,2 (NW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,,,,,,Pataskala,,,,,,,,,,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,3 - 5 Acres,34,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,Agri-Business,,,,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,,,,,,,Business Centers,,,Yes,Very,Very,Somewhat,Somewhat,Very,,,,,Recycling,,,,,,,,,,,,,These should be paid for with impact fees,Other (please specify),Impact fees on new developments ,Somewhat important,No,,Impact fees should be levied against new development to improve roads water sewer schools and fire service. These developments are the reason these additional services are needed and should pay for them 
118204774503,448603621,2022-12-19 19:02:32,2022-12-19 19:18:05,71.79.235.93,39.9955726,-82.6742373,I live in Etna Township,,,,,5 (SE),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,,,Retired,,,,Friendliness,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,49,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,,,,,Restaurants ,,Light Manufacturing,,,,,Restaurants ,,,,,,Industrial Park,,Yes,Very,Very,Not,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,,,Fire Station Facility,,,,Improve Police Protection,Central Water and Sewer Facilities,,,Income (in association with Joint Economic Development District),,Very important,Yes,,We need to keep the warehouses on Etna parkway instead of 310.
